id_pvt_service,id_pvt_user,fullname_user,name_service,category,experience,type_service,type_cost,cost,type_money,business_days,open,close,country,country_name,state,state_name,city,city_name,description,image,status,date,date_update
SER9436433AQPZYGMVIC,US9930914WPSFHYUER,Paola Martinez Garza,Veterianio Emma,Veterinary,5,other,project,7420,EUR,"Ma,Mi",08:00,15:00,142,NULL,2436,NULL,27795,NULL,Se auxilia a cualquier animalito,7.jpg,Active,2016-04-08 10:50:00,2016-04-08 10:50:00
SER3661575ZYKNHXNVIC,US2630861WGGMYFOER,Lisa Mejia Salas,Veterinaria Angeles,Veterinary,5,in situ,project,2361,MXN,"L,Ma,Mi",11:00,18:00,142,NULL,2436,NULL,27795,NULL,Veterinaria abierta las 24 horas,16.jpg,Active,2016-04-09 10:50:00,2016-04-09 10:50:00
SER8042536YEMAIMVVIC,US8106171XQAMRQJER,Paula Beltran Lainez,Veterinaria Angeles,Veterinary,3,office,contract,1142,EUR,"L,Ma,Mi,J",08:00,15:00,142,NULL,2436,NULL,27795,NULL,Veterinaria abierta las 24 horas,17.jpg,Active,2016-04-10 10:50:00,2016-04-10 10:50:00
SER9010554EVZTIZJVIC,US6618127FKZAOXNER,Ariadna Tijeras Peralta,Veterinaria Angeles,Veterinary,5,face to face,workingDay,6957,USD,L,16:00,23:00,142,NULL,2436,NULL,27795,NULL,Veterinaria abierta las 24 horas,6.jpg,Active,2016-04-11 10:50:00,2016-04-11 10:50:00
SER2674913KPTJFIQVIC,US5369199HVPPLGWER,Ignacio Sanchez Fernandez,Veterinario General,Veterinary,4,in situ,workingDay,5501,EUR,Ma,15:00,22:00,142,NULL,2436,NULL,27795,NULL,Se atieden a cualquier animal,19.jpg,Active,2016-04-12 10:50:00,2016-04-12 10:50:00
SER2980567UIJFDYCVIC,US4685074HLQEZJQER,Victoria Peralta Ramirez,Veterinario General,Veterinary,3,office,repair,5035,EUR,Mi,15:00,22:00,142,NULL,2436,NULL,27795,NULL,Se atieden a cualquier animal,10.jpg,Active,2016-04-13 10:50:00,2016-04-13 10:50:00
SER6827348VIVHIGEVIC,US5899918IZFAACJER,Eduardo Larios Prado,Veterinario General,Veterinary,2,all,day,5158,USD,J,07:00,14:00,142,NULL,2436,NULL,27795,NULL,Se atieden a cualquier animal,15.jpg,Active,2016-04-14 10:50:00,2016-04-14 10:50:00
SER3200353HSYMALHVIC,US6889354LRPUQBEER,Azuzena Lucas Garza,Youtuber,Creative,4,in situ,day,2339,MXN,S,16:00,23:00,142,NULL,2436,NULL,27795,NULL,Reuniones con fans entrevistas o colaboraciones,2.jpg,Active,2016-04-15 10:50:00,2016-04-15 10:50:00
SER3966614GJUMEGMVIC,US8508638OYFJMLPER,Carmen Jimenez Perez,Youtuber,Creative,4,face to face,day,7703,USD,D,16:00,23:00,142,NULL,2436,NULL,27795,NULL,Reuniones con fans entrevistas o colaboraciones,8.jpg,Active,2016-04-16 10:50:00,2016-04-16 10:50:00
SER3098708IUSYBMVVIC,US5479848JZLVDNGER,Rosemarie Molina Lainez,Abogado Familiar,Laws,1,other,repair,8305,USD,"L,Mi",07:00,14:00,142,NULL,2436,NULL,NULL,NULL,Se asesora y se toman casos en el ambito familiar.,19.jpg,Active,2016-04-17 10:50:00,2016-04-17 10:50:00
SER7693933UOODMXXVIC,US1930657XWJFITRER,Ivan Lainez Baron,Abogado Familiar,Laws,2,office,repair,6411,USD,"L,Ma",15:00,22:00,142,NULL,2436,NULL,NULL,NULL,Se asesora y se toman casos en el ambito familiar.,11.jpg,Active,2016-04-18 10:50:00,2016-04-18 10:50:00
SER8761628XCNUGVQVIC,US5357634XGPVYMUER,Ana Lainez Rafael,Abogado Familiar,Laws,2,other,week,5680,EUR,"L,J",14:00,21:00,142,NULL,2436,NULL,NULL,NULL,Se asesora y se toman casos en el ambito familiar.,19.jpg,Active,2016-04-19 10:50:00,2016-04-19 10:50:00
SER5086270TKODPEBVIC,US9890038ZIJRZLZER,Eduardo Avila Ospina,Administracion de Bienes Mater,Management,4,in situ,project,4112,EUR,"L,V",09:00,16:00,142,NULL,2436,NULL,NULL,NULL,Se administran los bienes familiares.,8.jpg,Active,2016-04-20 10:50:00,2016-04-20 10:50:00
SER6038441NKHORJDVIC,US4995550ROEOJZAER,Carolina Oca Ledezma,Administracion de Negocios,Management,3,face to face,week,3061,MXN,"L,S",12:00,19:00,142,NULL,2436,NULL,NULL,NULL,Se administran negocios pequenos y en vias de crecimiento,17.jpg,Active,2016-04-21 10:50:00,2016-04-21 10:50:00
SER7426134LLIIKCHVIC,US4389055OBSYRTMER,Sara Lozada Alvarez,Arquitectos OLAB,Architecture,1,from distance,repair,7901,USD,"L,D",15:00,22:00,142,NULL,2436,NULL,NULL,NULL,Planos para casas o empresas tanto exteriores como interiores,18.jpg,Active,2016-04-22 10:50:00,2016-04-22 10:50:00
SER9540417WLVLAWGVIC,US3407959VJVGMLBER,Jesus Tijeras Bolanos,Arquitectos OLAB,Architecture,5,in situ,hour,3243,EUR,"Ma,Mi",08:00,15:00,142,NULL,2436,NULL,NULL,NULL,Planos para casas o empresas tanto exteriores como interiores,19.jpg,Active,2016-04-23 10:50:00,2016-04-23 10:50:00
SER4678622LVLRRWVVIC,US6195920LKSMSUHER,Ramiro Leon Juarez,Asesor Administrativo,Management,1,all,workingDay,9019,EUR,"L,Ma,Mi",12:00,19:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en el ambito administrativo,11.jpg,Active,2016-04-24 10:50:00,2016-04-24 10:50:00
SER2257432NNZEYKJVIC,US7502726HSSTDQAER,Diana Larios Sanchez,Asesor de Ingenieria,Engineering,1,other,hour,905,EUR,"L,Ma,Mi,J",10:00,17:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en el desarrollo de prototipos de electronica,12.jpg,Active,2016-04-25 10:50:00,2016-04-25 10:50:00
SER6211626QAKNQDVVIC,US7909595LZXNCUHER,Kevin Martinez Leon,Asesor de Ingenieria,Engineering,5,in situ,hour,5076,USD,L,12:00,19:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en el desarrollo de prototipos de electronica,11.jpg,Active,2016-04-26 10:50:00,2016-04-26 10:50:00
SER3475511FXIWXNVVIC,US4389874DXSHKDIER,Jose Ortega Castillo,Asesor de Licenciatura,Education,1,face to face,repair,918,MXN,Ma,09:00,16:00,142,NULL,2436,NULL,NULL,NULL,para tesinas,19.jpg,Active,2016-04-27 10:50:00,2016-04-27 10:50:00
SER3086635HUFGGFUVIC,US9525896KFRCLYKER,Wanda Islas Perez,Asesor de Ventas,Sales,4,from distance,contract,7604,MXN,Mi,14:00,21:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en la compra de inmuebles y cualquier bien,8.jpg,Active,2016-04-28 10:50:00,2016-04-28 10:50:00
SER4632464HOETAMPVIC,US4349305CXNBXJHER,Rosemarie Montes Sanchez,Asesor de Ventas,Sales,5,all,day,9068,EUR,J,11:00,18:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en la compra de inmuebles y cualquier bien,18.jpg,Active,2016-04-29 10:50:00,2016-04-29 10:50:00
SER4937937IAQERNTVIC,US9963487MENXJVPER,Julia Salas Baron,Asesor de Ventas,Sales,5,other,day,6393,EUR,S,13:00,20:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en la compra de inmuebles y cualquier bien,6.jpg,Active,2016-04-30 10:50:00,2016-04-30 10:50:00
SER5776571DKCRXFCVIC,US6878874TKFIGQLER,Claudia Salas Leon,Asesor de Ventas,Sales,2,face to face,equipment,8215,MXN,D,09:00,16:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en la compra de inmuebles y cualquier bien,13.jpg,Active,2016-05-01 10:50:00,2016-05-01 10:50:00
SER6442276QNUCIUZVIC,US1145171CAVLXRZER,Beto Briones Mejia,Asesor de Ventas,Sales,5,from distance,workingDay,4399,EUR,"L,Mi",14:00,21:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en la compra de inmuebles y cualquier bien,4.jpg,Active,2016-05-02 10:50:00,2016-05-02 10:50:00
SER7849907UQIGOHXVIC,US9098579KLUFUROER,Teddy Avila Garza,Asesor de Ventas,Sales,2,other,project,1815,EUR,"L,Ma",12:00,19:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en la compra de inmuebles y cualquier bien,11.jpg,Active,2016-05-03 10:50:00,2016-05-03 10:50:00
SER8668111RMIEQKAVIC,US5424390DEANXQUER,Fatima Jimenez Sandoval,Asesor de Ventas,Sales,2,in situ,week,696,EUR,"L,J",14:00,21:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en la compra de inmuebles y cualquier bien,1.jpg,Active,2016-05-04 10:50:00,2016-05-04 10:50:00
SER2747518UUDTFOXVIC,US5232258AGWKLBMER,Teresa Alvarez Ramirez,Asesor en Nutricion,Healthy,4,office,month,4184,EUR,"L,V",13:00,20:00,142,NULL,2436,NULL,NULL,NULL,Cuida tu salud con nosotros,15.jpg,Active,2016-05-05 10:50:00,2016-05-05 10:50:00
SER5184784FJGORBOVIC,US7592278QVOMMSAER,Sandra Oca Salas,Asesor en Nutricion,Healthy,4,other,repair,9128,EUR,"L,S",10:00,17:00,142,NULL,2436,NULL,NULL,NULL,Cuida tu salud con nosotros,3.jpg,Active,2016-05-06 10:50:00,2016-05-06 10:50:00
SER5456736GDCKQNDVIC,US7820142PQJLUZTER,Perla Ceballos Lima,Asesor en Nutricion,Healthy,4,all,hour,4999,EUR,"L,D",11:00,18:00,142,NULL,2436,NULL,NULL,NULL,Cuida tu salud con nosotros,19.jpg,Active,2016-05-07 10:50:00,2016-05-07 10:50:00
SER3531038LVZVRILVIC,US7723756LAARTKHER,Jesus Jimenez Peralta,Asesor para tesina,Architecture,5,other,contract,4818,USD,"Ma,Mi",16:00,23:00,142,NULL,2436,NULL,NULL,NULL,Se asesora a estudiantes por graduarse de arquitectura,2.jpg,Active,2016-05-08 10:50:00,2016-05-08 10:50:00
SER7223172DQWNZKEVIC,US6523630ILYNJXYER,Jesus Oca Bolanos,Asesor para tesina,Architecture,2,other,repair,8613,MXN,"L,Ma,Mi",12:00,19:00,142,NULL,2436,NULL,NULL,NULL,Se asesora a estudiantes por graduarse de arquitectura,16.jpg,Active,2016-05-09 10:50:00,2016-05-09 10:50:00
SER9747441MRJPGYFVIC,US7766141ZLKDITFER,Gabriela Ledezma Molina,Asesor para tesina,Architecture,1,other,hour,3471,EUR,"L,Ma,Mi,J",16:00,23:00,142,NULL,2436,NULL,NULL,NULL,Se asesora a estudiantes por graduarse de arquitectura,2.jpg,Active,2016-05-10 10:50:00,2016-05-10 10:50:00
SER1957267HQVJYRSVIC,US8434042YVEBPEOER,Grecia Alvarez Ospina,Ayudante de Constructor,Building,4,in situ,equipment,8278,MXN,L,15:00,22:00,142,NULL,2436,NULL,NULL,NULL,Se apoya a cualquier maestro albanil,8.jpg,Active,2016-05-11 10:50:00,2016-05-11 10:50:00
SER3416296AIWSHEVVIC,US5371647EZSEQIIER,Francisco Perez Baron,Ayudante de Constructor,Building,5,face to face,hour,2421,USD,Ma,15:00,22:00,142,NULL,2436,NULL,NULL,NULL,Se apoya a cualquier maestro albanil,1.jpg,Active,2016-05-12 10:50:00,2016-05-12 10:50:00
SER5719590YYDLXFCVIC,US1864273RQYHDYAER,Beatriz Montalvo Ceballos,Ayudante de Constructor,Building,1,office,repair,4906,EUR,Mi,13:00,20:00,142,NULL,2436,NULL,NULL,NULL,Se apoya a cualquier maestro albanil,12.jpg,Active,2016-05-13 10:50:00,2016-05-13 10:50:00
SER6961197EKREHUMVIC,US9147213ONWXITVER,Victoria Duarte Lucas,Ayudante de Constructor,Building,4,face to face,day,2171,EUR,J,12:00,19:00,142,NULL,2436,NULL,NULL,NULL,Se apoya a cualquier maestro albanil,16.jpg,Active,2016-05-14 10:50:00,2016-05-14 10:50:00
SER7235494XTPNCTQVIC,US6901428ONRQPAHER,Fany Bolanos Britos,Ayudante de Constructor,Building,4,all,month,5289,USD,S,16:00,23:00,142,NULL,2436,NULL,NULL,NULL,Se apoya a cualquier maestro albanil,10.jpg,Active,2016-05-15 10:50:00,2016-05-15 10:50:00
SER8284502TGBYLUAVIC,US6474089EPAZNZDER,Claudia Baron Beltran,Chef,Gastronomy,2,all,contract,9326,MXN,D,07:00,14:00,142,NULL,2436,NULL,NULL,NULL,Preparacion de alimentos tipo gourmet,18.jpg,Active,2016-05-16 10:50:00,2016-05-16 10:50:00
SER1165514EEULACFVIC,US2898807EGMDZZSER,Charly Mejia Montreal,Chef de Postres,Gastronomy,4,office,workingDay,3591,USD,"L,Mi",08:00,15:00,142,NULL,2436,NULL,NULL,NULL,Se preparan los mejores postres para cualquier tipo de evento,18.jpg,Active,2016-05-17 10:50:00,2016-05-17 10:50:00
SER1444924XRHSJHIVIC,US1171575KDLDWVKER,Virginia Benitez Avila,Chef de Postres,Gastronomy,5,face to face,equipment,1190,EUR,"L,Ma",13:00,20:00,142,NULL,2436,NULL,NULL,NULL,Se preparan los mejores postres para cualquier tipo de evento,17.jpg,Active,2016-05-18 10:50:00,2016-05-18 10:50:00
SER2132252KXAZRVNVIC,US3160886UZCTXIRER,Patricia Baron Lima,Chef de Postres,Gastronomy,1,face to face,contract,2804,EUR,"L,J",10:00,17:00,142,NULL,2436,NULL,NULL,NULL,Se preparan los mejores postres para cualquier tipo de evento,2.jpg,Active,2016-05-19 10:50:00,2016-05-19 10:50:00
SER6878480OGCIDUAVIC,US8734837QDUOUDMER,Armando Tijeras Beltran,Chef de Postres,Gastronomy,1,office,day,1447,MXN,"L,V",14:00,21:00,142,NULL,2436,NULL,NULL,NULL,Se preparan los mejores postres para cualquier tipo de evento,13.jpg,Active,2016-05-20 10:50:00,2016-05-20 10:50:00
SER6689236KBNNVRDVIC,US3244463FOXDHTBER,Jose Tijeras Sanchez,Clases de Salsa,Healthy,5,face to face,contract,7962,USD,"L,S",10:00,17:00,142,NULL,2436,NULL,NULL,NULL,Las mejores clases de salsa desde principiante hasta experto.,17.jpg,Active,2016-05-21 10:50:00,2016-05-21 10:50:00
SER9342731JCYLXRQVIC,US4630352NUFMFRIER,Sofia Islas Lucas,Clases de Salsa,Healthy,3,all,day,8900,EUR,"L,D",10:00,17:00,142,NULL,2436,NULL,NULL,NULL,Las mejores clases de salsa desde principiante hasta experto.,10.jpg,Active,2016-05-22 10:50:00,2016-05-22 10:50:00
SER4468463CWIPPUJVIC,US2196819DKENQUXER,Daniel Jerez Lima,Cocinera para Eventos,Gastronomy,1,from distance,hour,4696,EUR,"Ma,Mi",10:00,17:00,142,NULL,2436,NULL,NULL,NULL,Cualquier tipo de comida para cualquier evento,1.jpg,Active,2016-05-23 10:50:00,2016-05-23 10:50:00
SER8908325JRSKPYWVIC,US9223866XWYNRKDER,Rosemarie Beltran Leon,Cocinera para Eventos,Gastronomy,5,from distance,day,2051,EUR,"L,Ma,Mi",10:00,17:00,142,NULL,2436,NULL,NULL,NULL,Cualquier tipo de comida para cualquier evento,12.jpg,Active,2016-05-24 10:50:00,2016-05-24 10:50:00
SER8990754QPAZGIFVIC,US6442272GFAMTBRER,Rosemarie Ospina Ledezma,Cocinera para Eventos,Gastronomy,3,face to face,equipment,8514,USD,"L,Ma,Mi,J",10:00,17:00,142,NULL,2436,NULL,NULL,NULL,Cualquier tipo de comida para cualquier evento,15.jpg,Active,2016-05-25 10:50:00,2016-05-25 10:50:00
SER5481008JBAKLJBVIC,US1450493WXILKNDER,Norma Peralta Ledezma,Constructora Fernandez,Building,1,face to face,workingDay,3601,EUR,L,07:00,14:00,142,NULL,2436,NULL,NULL,NULL,La mejor constructora del pais a nivel internacional.,16.jpg,Active,2016-05-26 10:50:00,2016-05-26 10:50:00
SER7070460YQBNWTOVIC,US9853430QUVREHNER,Ivan Briones Perez,Constructora Fernandez,Building,5,from distance,project,3713,USD,Ma,11:00,18:00,142,NULL,2436,NULL,NULL,NULL,La mejor constructora del pais a nivel internacional.,13.jpg,Active,2016-05-27 10:50:00,2016-05-27 10:50:00
SER2033901UQXUBCZVIC,US5454182ZEGLXOOER,Azuzena Benitez Sanchez,Contador,Accounting,4,face to face,project,4627,EUR,Mi,11:00,18:00,142,NULL,2436,NULL,NULL,NULL,Contador privado,2.jpg,Active,2016-05-28 10:50:00,2016-05-28 10:50:00
SER2575552RJKBOCZVIC,US6706849BUOLLYWER,Beatriz Molina Ledezma,Contador,Accounting,3,other,equipment,8771,MXN,J,14:00,21:00,142,NULL,2436,NULL,NULL,NULL,Contador privado,13.jpg,Active,2016-05-29 10:50:00,2016-05-29 10:50:00
SER3529278SJLWWHOVIC,US5861503RRVKOMLER,Ana Lucas Duarte,Contador,Accounting,5,all,month,7871,USD,S,13:00,20:00,142,NULL,2436,NULL,NULL,NULL,Contador privado,17.jpg,Active,2016-05-30 10:50:00,2016-05-30 10:50:00
SER1798100NQBIBQVVIC,US8414253OWVGHMNER,Esteban Peralta Sandoval,Contador para sector privado,Accounting,2,all,repair,9531,USD,D,08:00,15:00,142,NULL,2436,NULL,NULL,NULL,Contador con experiencia,14.jpg,Active,2016-05-31 10:50:00,2016-05-31 10:50:00
SER2915459WSMBPTPVIC,US6462099UGEBQUYER,Dennis Lozada Jerez,Contador para sector privado,Accounting,4,from distance,contract,6322,USD,"L,Mi",09:00,16:00,142,NULL,2436,NULL,NULL,NULL,Contador con experiencia,3.jpg,Active,2016-06-01 10:50:00,2016-06-01 10:50:00
SER6669074JJKKQQRVIC,US3454385SBUBSBHER,Julia Castillo Otero,Contador Publico,Accounting,4,all,repair,5836,MXN,"L,Ma",09:00,16:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en los gastos familiares asi como para pequenias empresas,4.jpg,Active,2016-06-02 10:50:00,2016-06-02 10:50:00
SER7459925WPZRVREVIC,US6371085FNMBRDOER,Sergio Duarte Montalvo,Contador Publico,Accounting,4,office,equipment,9873,USD,"L,J",08:00,15:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en los gastos familiares asi como para pequenias empresas,12.jpg,Active,2016-06-03 10:50:00,2016-06-03 10:50:00
SER8701856HGVROYZVIC,US5402086UCTBRPSER,Carlos Baron Ospina,Contador Publico,Accounting,1,face to face,equipment,2888,EUR,"L,V",14:00,21:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en los gastos familiares asi como para pequenias empresas,1.jpg,Active,2016-06-04 10:50:00,2016-06-04 10:50:00
SER9586276HTEZBZIVIC,US1276527JJCUXWHER,Fatima Benitez Ledezma,Contador Publico,Accounting,2,office,repair,6797,MXN,"L,S",07:00,14:00,142,NULL,2436,NULL,NULL,NULL,Se asesora en los gastos familiares asi como para pequenias empresas,15.jpg,Active,2016-06-05 10:50:00,2016-06-05 10:50:00
SER1353367JCCBMCLVIC,US5807223TBDCRHUER,Juan Larios Briones,Contratista de Personas,Human Resources,2,face to face,month,2641,EUR,"L,D",10:00,17:00,142,NULL,2436,NULL,NULL,NULL,Se contratan a personas de acuerdo a las necesidades de la empresa,2.jpg,Active,2016-06-06 10:50:00,2016-06-06 10:50:00
SER2565128PPMOCEUVIC,US9056909FULAOLUER,Paula Huerta Sanchez,Contratista de Personas,Human Resources,5,office,project,9678,EUR,"Ma,Mi",16:00,23:00,142,NULL,2436,NULL,NULL,NULL,Se contratan a personas de acuerdo a las necesidades de la empresa,6.jpg,Active,2016-06-07 10:50:00,2016-06-07 10:50:00
SER3754703RVTONCHVIC,US6310683XJFYSAEER,Alejandra Lucas Montes,Contratista de Personas,Human Resources,2,office,hour,1033,MXN,"L,Ma,Mi,J,V",15:00,22:00,142,NULL,2436,NULL,NULL,NULL,Se contratan a personas de acuerdo a las necesidades de la empresa,18.jpg,Active,2016-06-08 10:50:00,2016-06-08 10:50:00
SER7269149DJPXDHLVIC,US7779843LGRRYJZER,Sandra Otero Jimenez,Contratista de Personas,Human Resources,5,office,week,2301,USD,"L,Ma,Mi,J,V,S",07:00,14:00,142,NULL,2436,NULL,NULL,NULL,Se contratan a personas de acuerdo a las necesidades de la empresa,9.jpg,Active,2016-06-09 10:50:00,2016-06-09 10:50:00
SER3876691WKOGTLGVIC,US6069297LAHCDYXER,Ariadna Bolanos Jimenez,Couch de Fitness,Healthy,5,all,fifteen days,7314,USD,"L,Ma,Mi,J,V,S,D",08:00,15:00,142,NULL,2436,NULL,NULL,NULL,Couch para entrenamiento,11.jpg,Active,2016-06-10 10:50:00,2016-06-10 10:50:00
SER2837789NFJFZTNVIC,US4374232JYIBYCRER,Rebecca Castillo Benitez,Disenador de Interiores,Creative,3,in situ,repair,6137,MXN,"L,Ma,Mi,J,V,S,D",09:00,16:00,142,NULL,2436,NULL,NULL,NULL,Se disenan interiores para tener un mejor espacio,20.jpg,Active,2016-06-11 10:50:00,2016-06-11 10:50:00
SER6704751FZTHMMLVIC,US3573659TPMSKQJER,Nicole Alvarez Britos,Disenador de Interiores,Creative,2,other,hour,6070,USD,"L,Ma,Mi,J,V,S,D",08:00,15:00,142,NULL,2436,NULL,NULL,NULL,Se disenan interiores para tener un mejor espacio,13.jpg,Active,2016-06-12 10:50:00,2016-06-12 10:50:00
SER7413395YZYIBIQVIC,US8720450XCSLIBVER,Dennis Ceballos Montreal,Disenador de Interiores,Creative,3,face to face,fifteen days,9764,USD,"L,Ma,Mi,J,V,S,D",14:00,21:00,142,NULL,2436,NULL,NULL,NULL,Se disenan interiores para tener un mejor espacio,2.jpg,Active,2016-06-13 10:50:00,2016-06-13 10:50:00
SER8796762ZIGWIXFVIC,US5327827TXAKMTCER,Martha Ospina Montes,Disenador de Interiores,Creative,1,from distance,day,8000,USD,"L,Ma,Mi,J,V,S,D",15:00,22:00,142,NULL,2436,NULL,NULL,NULL,Se disenan interiores para tener un mejor espacio,20.jpg,Active,2016-06-14 10:50:00,2016-06-14 10:50:00
SER5416880KUJAOWXVIC,US6518874TGDJUPVER,Jose Ospina Sanchez,Disenadores OTRE,Marketing,2,face to face,equipment,2586,EUR,"L,Ma,Mi,J,V,S,D",13:00,20:00,142,NULL,2436,NULL,NULL,NULL,Crea tu logo,11.jpg,Active,2016-06-15 10:50:00,2016-06-15 10:50:00
SER5723830XUNHEFCVIC,US8041721AYUTALUER,Lorenzo Beltran Garza,Diseno de Muebles,Manufacturing,2,all,repair,7952,MXN,"L,Ma,Mi,J,V,S,D",16:00,23:00,142,NULL,2436,NULL,NULL,NULL,Se disenian y manufacturan muebles en aluminio y acero inoxidable,14.jpg,Active,2016-06-16 10:50:00,2016-06-16 10:50:00
SER1179545MBOJQBYVIC,US5372590FTQWSABER,Francisco Otero Castillo,Doctor Simons,Health Sector,1,office,fifteen days,4951,MXN,"L,Ma,Mi,J,V,S,D",12:00,19:00,142,NULL,2436,NULL,NULL,NULL,Consultas medicas,3.jpg,Active,2016-06-17 10:50:00,2016-06-17 10:50:00
SER1220745BSUWKMRVIC,US8641072WHIXNFTER,Sandra Molina Jimenez,Doctor Simons,Health Sector,2,in situ,fifteen days,9214,USD,"L,Ma,Mi,J,V,S,D",16:00,23:00,142,NULL,2436,NULL,NULL,NULL,Consultas medicas,1.jpg,Active,2016-06-18 10:50:00,2016-06-18 10:50:00
SER2356652PHDGLHGVIC,US7523143KSJLOJAER,Julia Salas Rafael,Doctor Simons,Health Sector,3,from distance,hour,8045,USD,"L,Ma,Mi,J,V,S,D",12:00,19:00,142,NULL,2436,NULL,NULL,NULL,Consultas medicas,17.jpg,Active,2016-06-19 10:50:00,2016-06-19 10:50:00
SER3130256CPSTTBWVIC,US9579188OGTEAWDER,Tania Castillo Mejia,Doctor Simons,Health Sector,3,in situ,contract,6475,EUR,"L,Ma,Mi,J,V,S,D",14:00,21:00,142,NULL,2436,NULL,NULL,NULL,Consultas medicas,11.jpg,Active,2016-06-20 10:50:00,2016-06-20 10:50:00
SER8178138SERGQRVVIC,US3522889QYHCALRER,Azuzena Molina Larios,Doctor Simons,Health Sector,1,other,repair,558,MXN,"L,Ma,Mi,J,V,S,D",09:00,16:00,142,NULL,2436,NULL,NULL,NULL,Consultas medicas,8.jpg,Active,2016-06-21 10:50:00,2016-06-21 10:50:00
SER9554908QGMFWYIVIC,US2193931YCWGBXLER,Ariadna Ramirez Larios,Doctor Simons,Health Sector,1,other,workingDay,8365,MXN,"L,Ma,Mi,J,V,S,D",13:00,20:00,142,NULL,2436,NULL,NULL,NULL,Consultas medicas,9.jpg,Active,2016-06-22 10:50:00,2016-06-22 10:50:00
SER3083481JRAUXQPVIC,US4419347GXTLNZLER,Gabriela Larios Avila,Doctores CAMP,Health Sector,5,all,fifteen days,899,MXN,"L,Ma,Mi,J,V,S,D",14:00,21:00,142,NULL,2436,NULL,NULL,NULL,Te atendemos como te mereces,15.jpg,Active,2016-06-23 10:50:00,2016-06-23 10:50:00
SER3400326HIVDKADVIC,US7184962HVCUZCCER,Rodrigo Montalvo Islas,Doctores CAMP,Health Sector,4,from distance,month,4512,EUR,"L,Ma,Mi,J,V,S,D",15:00,22:00,142,NULL,2436,NULL,NULL,NULL,Te atendemos como te mereces,19.jpg,Active,2016-06-24 10:50:00,2016-06-24 10:50:00
SER4030184ESWBYDCVIC,US1017424HJUNAPNER,Diana Britos Ledezma,Doctores CAMP,Health Sector,5,from distance,month,1173,USD,"L,Ma,Mi,J,V,S,D",11:00,18:00,142,NULL,2436,NULL,NULL,NULL,Te atendemos como te mereces,8.jpg,Active,2016-06-25 10:50:00,2016-06-25 10:50:00
SER8561616XRGQJNCVIC,US9599890PFWAMPKER,Ana Perez Larios,Doctores CAMP,Health Sector,2,from distance,contract,2341,USD,"L,Ma,Mi,J,V",15:00,22:00,142,NULL,2436,NULL,NULL,NULL,Te atendemos como te mereces,3.jpg,Active,2016-06-26 10:50:00,2016-06-26 10:50:00
SER5881965ZYYXVPQVIC,US5475536SDNDHRXER,Carolina Prado Montes,Enfermera,Health Sector,2,in situ,hour,3288,USD,"L,Ma,Mi,J,V",09:00,16:00,142,NULL,2436,NULL,NULL,NULL,Se cuidan adultos de la tercera edad,3.jpg,Active,2016-06-27 10:50:00,2016-06-27 10:50:00
SER8528940DYFJQYOVIC,US6839384KIWZQOFER,Emily Avila Molina,Enfermera,Health Sector,3,face to face,month,809,USD,"L,Ma,Mi,J,V",14:00,21:00,142,NULL,2436,NULL,NULL,NULL,Se cuidan adultos de la tercera edad,20.jpg,Active,2016-06-28 10:50:00,2016-06-28 10:50:00
SER7511833FKEJZZPVIC,US1475047WMJZVUUER,Emily Larios Lainez,Especialista en Construccion,Building,2,in situ,repair,7180,EUR,"L,Ma,Mi,J,V",11:00,18:00,142,NULL,2436,NULL,NULL,NULL,Constructor especializado en interiores como en exteriores,8.jpg,Active,2016-06-29 10:50:00,2016-06-29 10:50:00
SER8069256CVJDFAPVIC,US3746260NCCTXFDER,Norma Jerez Huerta,Especialista en Construccion,Building,1,office,week,9993,EUR,"L,Ma,Mi,J,V",07:00,14:00,142,NULL,2436,NULL,NULL,NULL,Constructor especializado en interiores como en exteriores,4.jpg,Active,2016-06-30 10:50:00,2016-06-30 10:50:00
SER9618676DVWYVTGVIC,US3155461LSHMACPER,Emily Avila Islas,Especialista en Construccion,Building,5,other,fifteen days,6297,MXN,"L,Ma,Mi,J,V",13:00,20:00,142,NULL,2436,NULL,NULL,NULL,Constructor especializado en interiores como en exteriores,14.jpg,Active,2016-07-01 10:50:00,2016-07-01 10:50:00
SER1195802SYTYOGZVIC,US4463843VKHLFIMER,Carolina Molina Montes,Guia Turista,Tourism,3,all,project,9430,EUR,"L,Ma,Mi,J,V",15:00,22:00,142,NULL,2436,NULL,NULL,NULL,Guia en el estado de Cancun,14.jpg,Active,2016-07-02 10:50:00,2016-07-02 10:50:00
